brand,product_name,product_type,primary_category,subcategory,taxonomy_path,reason_for_selection,confidence_level,variant_recommendation,duplicate_status,seo_priority,geo_priority,price,migration_key,source_title,slug,description,meta_title,meta_description,variant_count,image_count,story_eligible
IXON,Ixon Gambler Shoes,Boots,Riding Gear,Boots,Riding Gear > Boots,Brand selection: IXON (score 54),High,Keep 9 variants (sizes/colours),Unique,High,High,21000,ixon-gambler-shoes,Ixon Gambler Shoes,ixon-gambler-shoes,The Gambler are lightweight motorcycle shoes that also give you a good level of safety in traffic. • reinforcement on selector. • toe cap and heel reinforced. • transversal rigidity to avoid lateral crush. • reflective print on back. Available in multiple sizes and/or colours — select your variant.,Buy Ixon Gambler Shoes | Mile 27 Store,The Gambler are lightweight motorcycle shoes that also give you a good level of safety in traffic. reinforcement on selector. toe cap and heel reinforced.…,9,3,true
IXON,Ixon Mud Boots,Boots,Riding Gear,Boots,Riding Gear > Boots,Brand selection: IXON (score 54),High,Keep 16 variants (sizes/colours),Unique,High,High,19000,ixon-mud-boots,Ixon Mud Boots,ixon-mud-boots,"Timeless with a high upper, reinforcements and a crampon sole, this is a shoe that will stand up to anything! • Reinforcements on gear shift area. • Toe cap and heel reinforced. • Transversal rigidity to avoid lateral crush. • Full grain leather. Available in multiple sizes and/or colours — select your variant.",Buy Ixon Mud Boots | Mile 27 Store,"Timeless with a high upper, reinforcements and a crampon sole, this is a shoe that will stand up to anything! Reinforcements on gear shift area. Toe cap…",16,4,true
IXON,Ixon Fresh Textile Pants,Pants,Riding Gear,Pants,Riding Gear > Pants,Brand selection: IXON (score 54),High,Keep 12 variants (sizes/colours),Unique,High,High,16000,ixon-fresh-textile-pants,Ixon Fresh Textile Pants,ixon-fresh-textile-pants,"Maximum breathability, comfort and safety. Enjoy the ride. • Fixed Mesh lining. • Outer materials: Hard Mesh, Polyester 600D. • Pockets: 2 hand pockets. • Slim fit. Available in multiple sizes and/or colours — select your variant.",Buy Ixon Fresh Textile Pants | Mile 27 Store,"Maximum breathability, comfort and safety. Enjoy the ride. Fixed Mesh lining. Outer materials: Hard Mesh, Polyester 600D. Pockets: 2 hand pockets. Slim…",12,4,true
Joe Rocket,Joe Rocket Old School Leather Jacket,Jackets,Riding Gear,Jackets,Riding Gear > Jackets,Brand selection: Joe Rocket (score 54),High,Keep 18 variants (sizes/colours),Unique,High,High,39000,joe-rocket-old-school-leather-jacket,Joe Rocket Old School Leather Jacket,joe-rocket-old-school-leather-jacket,"Joe Rocket Old School Leather Jacket • 0mm to 1.2mm drum dyed leather. • Comfortable relaxed fit. • Variable-Flow ventilation system in torso, sleeves and back. • 5mm high density padding in elbows and shoulders. Available in multiple sizes and/or colours — select your variant.",Buy Joe Rocket Old School Leather Jacket | Mile 27 Store,"Joe Rocket Old School Leather Jacket 0mm to 1.2mm drum dyed leather. Comfortable relaxed fit. Variable-Flow ventilation system in torso, sleeves and back.…",18,6,true
Leatt,Leatt Moto 5.5 FlexLock Boots,Boots,Riding Gear,Boots,Riding Gear > Boots,Brand selection: Leatt (score 54),High,Keep 42 variants (sizes/colours),Unique,High,High,70000,leatt-moto-5-5-flexlock-boots,Leatt Moto 5.5 FlexLock Boots,leatt-moto-5-5-flexlock-boots,"The Moto 5.5 FlexLock Boot is built for riders who demand pro-level performance, exceptional comfort, and serious protection. With no break-in required, it’s track-ready straight… • SHIN: Impact-reinforced with a TPU plate and internal padding for added protection. • LEG: Inner side features sculpted TPU coverage over the ankle and lower boot, plus a rubber panel over the inner calf—all backed by soft internal p…. • HEEL: Reinforced TPU heel counter provides ride support and impact protection. •",Buy Leatt Moto 5.5 FlexLock Boots | Mile 27 Store,"The Moto 5.5 FlexLock Boot is built for riders who demand pro-level performance, exceptional comfort, and serious protection. With no break-in required,…",42,6,true
Leatt,Leatt GPX 5.5 Neck Brace,Jackets,Riding Gear,Jackets,Riding Gear > Jackets,Brand selection: Leatt (score 54),High,Keep 8 variants (sizes/colours),Unique,High,High,57500,leatt-gpx-5-5-neck-brace,Leatt GPX 5.5 Neck Brace,leatt-gpx-5-5-neck-brace,Leatt believes that the 5.5 Neck Brace is the most technologically advanced neck brace in the world. The CE certified 5.5 neck brace balances the… • Chassis design made of fiberglass reinforced polyamide. • Helmet rim striking platform for increased head and helmet freedom of motion. • 3 way adjustability. • Sliding front and rear SureFit adjusters to ensure optimum fit. Available in multiple sizes and/or colours — select your variant.,Buy Leatt GPX 5.5 Neck Brace | Mile 27 Store,Leatt believes that the 5.5 Neck Brace is the most technologically advanced neck brace in the world. The CE certified 5.5 neck brace balances the… Chassis…,8,4,true
Leatt,Leatt Moto 5.5 Enduro Jacket,Jackets,Riding Gear,Jackets,Riding Gear > Jackets,Brand selection: Leatt (score 54),High,Keep 15 variants (sizes/colours),Unique,High,High,51000,leatt-moto-5-5-enduro-jacket,Leatt Moto 5.5 Enduro Jacket,leatt-moto-5-5-enduro-jacket,"The Leatt Moto 5.5 is not a dressed up street jacket, but a true off-road jacket designed for the serious rider. The Moto 5.5 comes… • Lightweight, durable and water-resistant shell with Spandura stretch panels. • Pre-curved, zip-off arms and large zip-adjustable ventilation. • Internal hydration pocket with bladder suspension system for up to 3 liters. • Tailored cut for off-road riding with or without body armor. Available in multiple sizes and/or colours — select your variant.",Buy Leatt Moto 5.5 Enduro Jacket | Mile 27 Store,"The Leatt Moto 5.5 is not a dressed up street jacket, but a true off-road jacket designed for the serious rider. The Moto 5.5 comes… Lightweight, durable…",15,6,true
Leatt,Leatt Moto 5.5 Enduro Pants,Pants,Riding Gear,Pants,Riding Gear > Pants,Brand selection: Leatt (score 54),High,Keep 18 variants (sizes/colours),Unique,High,High,31000,leatt-moto-5-5-enduro-pants,Leatt Moto 5.5 Enduro Pants,leatt-moto-5-5-enduro-pants,"The Leatt Moto 5.5 Enduro Pants are the off-road version of the factory racing 5.5 MX pants. • Runs 1"" small in the waist. • Padded insert designed to float at mid-knee. • Water resistant, dirt repellent coated shell with stretch panels. • Pre-curved, adjustable over-the-boot fit. Available in multiple sizes and/or colours — select your variant.",Buy Leatt Moto 5.5 Enduro Pants | Mile 27 Store,"The Leatt Moto 5.5 Enduro Pants are the off-road version of the factory racing 5.5 MX pants. Runs 1"" small in the waist. Padded insert designed to float…",18,4,true
Leatt,Leatt Moto 4.5 Pants,Pants,Riding Gear,Pants,Riding Gear > Pants,Brand selection: Leatt (score 54),High,Keep 36 variants (sizes/colours),Unique,High,High,22000,leatt-moto-4-5-pants,Leatt Moto 4.5 Pants,leatt-moto-4-5-pants,"Brother to the 5.5 Factory Racing Pants, the Leatt Moto 4.5 are unbeaten in their class and deliver a pre-curved performance fit straight out of… • Pre-curved performance fit. • Light and breathable construction. • Ripstop stretch and X-Flow mesh panels. • 1800D heavy duty seat and Amara/1800D inner leg. Available in multiple sizes and/or colours — select your variant.",Buy Leatt Moto 4.5 Pants | Mile 27 Store,"Brother to the 5.5 Factory Racing Pants, the Leatt Moto 4.5 are unbeaten in their class and deliver a pre-curved performance fit straight out of……",36,7,true
Leatt,Leatt Moto 2.5 X-Flow Gloves,Gloves,Riding Gear,Gloves,Riding Gear > Gloves,Brand selection: Leatt (score 54),High,Keep 25 variants (sizes/colours),Unique,Medium,High,9500,leatt-moto-2-5-x-flow-gloves,Leatt Moto 2.5 X-Flow Gloves,leatt-moto-2-5-x-flow-gloves,"The Leatt Moto 2.5 X-Flow Gloves feature MicronGrip palm technology which delivers outstanding grip regardless of the conditions. For additional protection, micro-injected 3D Brush Guard… • SubZero upper hand insulation. • FormFit finger stitching to give the best grip and feel. • SlideLock wrist strap that gives secure fastening. • Microinjected 3D Brush Guard reinforcement for pinky and knuckles. Available in multiple sizes and/or colours — select your variant.",Buy Leatt Moto 2.5 X-Flow Gloves | Mile 27 Store,The Leatt Moto 2.5 X-Flow Gloves feature MicronGrip palm technology which delivers outstanding grip regardless of the conditions. For additional…,25,6,true
Merlin,Merlin Hixon II D3O Leather Jacket,Jackets,Riding Gear,Jackets,Riding Gear > Jackets,Brand selection: Merlin (score 36),High,Keep 7 variants (sizes/colours),Unique,High,High,55000,merlin-hixon-ii-d3o-leather-jacket,Merlin Hixon II D3O Leather Jacket,merlin-hixon-ii-d3o-leather-jacket,The original Hixon jacket was first released in 2016 and was a staple of the Merlin collection for many years. As part of the Hixon… Available in multiple sizes and/or colours — select your variant.,Buy Merlin Hixon II D3O Leather Jacket | Mile 27 Store,The original Hixon jacket was first released in 2016 and was a staple of the Merlin collection for many years. As part of the Hixon…,7,2,false
Oakley,Oakley Black Gunmetal Blue Mirror 03 Unisex Sunglasses,Jackets,Riding Gear,Jackets,Riding Gear > Jackets,Brand selection: Oakley (score 44),High,Single variant,Unique,Medium,High,9190,oakley-black-gunmetal-blue-mirror-03-unisex-sunglasses-medium-size-57,Oakley Black Gunmetal Blue Mirror 03 Unisex Sunglasses,oakley-black-gunmetal-blue-mirror-03-unisex-sunglasses-medium-size-57,• Brand Name- OAKLEY • Brand Name- OAKLEY. • Product Type- SUNGLASSES. • Frame Type- FULL RIM. • Frame Shape- RECTANGLE.,Oakley Black Gunmetal Blue Mirror 03 Unisex Sunglasses | Mile …,Brand Name- OAKLEY Brand Name- OAKLEY. Product Type- SUNGLASSES. Frame Type- FULL RIM. Frame Shape- RECTANGLE.,1,6,true
Oakley,Oakley Matte Black Red Yellow Mirror 4 Unisex Sunglasses,Jackets,Riding Gear,Jackets,Riding Gear > Jackets,Brand selection: Oakley (score 44),High,Single variant,Unique,Medium,High,8690,oakley-matte-black-red-yellow-mirror-4-unisex-sunglasses-large-size-57,Oakley Matte Black Red Yellow Mirror 4 Unisex Sunglasses,oakley-matte-black-red-yellow-mirror-4-unisex-sunglasses-large-size-57,• Brand Name- OAKLEY • Brand Name- OAKLEY. • Product Type- SUNGLASSES. • Frame Type- FULL RIM. • Frame Shape- WAYFARER.,Oakley Matte Black Red Yellow Mirror 4 Unisex Sunglasses | Mil…,Brand Name- OAKLEY Brand Name- OAKLEY. Product Type- SUNGLASSES. Frame Type- FULL RIM. Frame Shape- WAYFARER.,1,5,true
Oakley,Oakley Grey Purple Mirror 02 Unisex Sunglasses,Jackets,Riding Gear,Jackets,Riding Gear > Jackets,Brand selection: Oakley (score 44),High,Single variant,Unique,Medium,High,8190,oakley-grey-purple-mirror-02-unisex-sunglasses-medium-size-57,Oakley Grey Purple Mirror 02 Unisex Sunglasses,oakley-grey-purple-mirror-02-unisex-sunglasses-medium-size-57,• Brand Name- Oakley • Brand Name- Oakley. • Product Type- Sunglasses. • Frame Type- Full Rim. • Frame Shape-Rectangle.,Oakley Grey Purple Mirror 02 Unisex Sunglasses | Mile 27 Store,Brand Name- Oakley Brand Name- Oakley. Product Type- Sunglasses. Frame Type- Full Rim. Frame Shape-Rectangle.,1,6,true
Oakley,Oakley Black Green Transparent Mirror 11 Unisex Sunglasses,Jackets,Riding Gear,Jackets,Riding Gear > Jackets,Brand selection: Oakley (score 44),High,Single variant,Unique,Medium,High,6690,oakley-oo9340-small-size-52-black-green-transparent-mirror-11-unisex-sunglasses,Oakley Black Green Transparent Mirror 11 Unisex Sunglasses,oakley-oo9340-small-size-52-black-green-transparent-mirror-11-unisex-sunglasses,• Brand Name- OAKLEY • Brand Name- OAKLEY. • Product Type- Sunglass. • Frame Type- Full Rim. • Frame colour- Black Green Transparent.,Oakley Black Green Transparent Mirror 11 Unisex Sunglasses | M…,Brand Name- OAKLEY Brand Name- OAKLEY. Product Type- Sunglass. Frame Type- Full Rim. Frame colour- Black Green Transparent.,1,7,true
Oakley,Oakley Black Purple Mirror 2 Unisex Sunglasses,Jackets,Riding Gear,Jackets,Riding Gear > Jackets,Brand selection: Oakley (score 44),High,Single variant,Unique,Medium,High,6390,oakley-oo9340-medium-size-52-black-purple-mirror-2-unisex-sunglasses,Oakley Black Purple Mirror 2 Unisex Sunglasses,oakley-oo9340-medium-size-52-black-purple-mirror-2-unisex-sunglasses,"Oakley brings to you a spicy pair of sunglasses that is your perfect groove partner. Oakley, black purple mirror 02 wayfarer sunglasses with classic wayfarer… • The temples are made of O-matter.. • It has a saddle nose bridge.. • It has a full rim.. • The frame is made of O-matter..",Oakley Black Purple Mirror 2 Unisex Sunglasses | Mile 27 Store,"Oakley brings to you a spicy pair of sunglasses that is your perfect groove partner. Oakley, black purple mirror 02 wayfarer sunglasses with classic…",1,6,true
Oakley,Oakley Transparent Grey Golden B355 Unisex Sunglasses,Jackets,Riding Gear,Jackets,Riding Gear > Jackets,Brand selection: Oakley (score 44),High,Single variant,Unique,Medium,High,5590,oakley-transparent-grey-golden-b355-unisex-sunglasses-large-size-55,Oakley Transparent Grey Golden B355 Unisex Sunglasses,oakley-transparent-grey-golden-b355-unisex-sunglasses-large-size-55,• Brand Name- OAKLEY • Brand Name- OAKLEY. • Product Type- SUNGLASSES. • Frame Type- FULL RIM. • Frame Shape- WAYFARER.,Oakley Transparent Grey Golden B355 Unisex Sunglasses | Mile 2…,Brand Name- OAKLEY Brand Name- OAKLEY. Product Type- SUNGLASSES. Frame Type- FULL RIM. Frame Shape- WAYFARER.,1,6,true
Revit,Revit Sand 5 H2O Jacket,Jackets,Riding Gear,Jackets,Riding Gear > Jackets,Brand selection: Revit (score 54),High,Keep 35 variants (sizes/colours),Unique,High,High,65000,revit-sand-5-h2o-jacket,Revit Sand 5 H2O Jacket,revit-sand-5-h2o-jacket,"The Sand series is an icon in the REV'IT! lineup, embodying a distinctive style that has, over the years, defined travel within the motorcycle industry.… • Outer shell of outer garment contains 67% recycled polyester. • Inner liner of outer garment contains 31% recycled polyester. • Removable waterproof liner contains 36% recycled polyester. • Removable thermal liner contains 100% recycled polyester. Available in multiple sizes and/or colours — select your variant.",Buy Revit Sand 5 H2O Jacket | Mile 27 Store,"The Sand series is an icon in the REV'IT! lineup, embodying a distinctive style that has, over the years, defined travel within the motorcycle industry.……",35,10,true
Revit,Revit Sand 5 H2O Pant,Pants,Riding Gear,Pants,Riding Gear > Pants,Brand selection: Revit (score 54),High,Keep 14 variants (sizes/colours),Unique,High,High,50000,revit-sand-5-h2o-pant,Revit Sand 5 H2O Pant,revit-sand-5-h2o-pant,"The Sand series is an icon in the REV'IT! lineup, embodying a distinctive style that has, over the years, defined travel within the motorcycle industry.… • Outer shell of outer garment contains 22% recycled polyester. • Inner liner of outer garment contains 30% recycled polyester. • Removable waterproof liner contains 27% recycled polyester. • Removable thermal liner contains 100% recycled polyester. Available in multiple sizes and/or colours — select your variant.",Buy Revit Sand 5 H2O Pant | Mile 27 Store,"The Sand series is an icon in the REV'IT! lineup, embodying a distinctive style that has, over the years, defined travel within the motorcycle industry.……",14,4,true
Revit,Revit Potential GTX Pant,Pants,Riding Gear,Pants,Riding Gear > Pants,Brand selection: Revit (score 54),High,Keep 12 variants (sizes/colours),Unique,High,High,48000,revit-potential-gtx-pant,Revit Potential GTX Pant,revit-potential-gtx-pant,Adventure. Athleticism. Sport. Just three adjectives that go hand-in-hand with the Potential GTX pants. A perfect complement to the Potential GTX jacket created to push… • Outer shell of outer garment contains 46% recycled polyester. • Inner liner of outer garment contains 99% recycled polyester. Available in multiple sizes and/or colours — select your variant.,Buy Revit Potential GTX Pant | Mile 27 Store,Adventure. Athleticism. Sport. Just three adjectives that go hand-in-hand with the Potential GTX pants. A perfect complement to the Potential GTX jacket…,12,4,true
Revit,Revit Liberty H2O WP Heated Gloves,Gloves,Riding Gear,Gloves,Riding Gear > Gloves,Brand selection: Revit (score 49),High,Keep 6 variants (sizes/colours),Unique,High,High,38000,revit-liberty-h2o-wp-heated-gloves,Revit Liberty H2O WP Heated Gloves,revit-liberty-h2o-wp-heated-gloves,"The Liberty H2O heated motorcycle glove was specifically designed with extreme safety and waterproofing in mind. It features our THERMOTRONIC high-tech system that keeps your… • Outer fabric: flock PU, softshell 3L, textured goatskin, taslan and twill stretch.. • Stretch inserts on the fingers. • Adjustable wrist strap. • Elastic drawstring at the cuff. Available in multiple sizes and/or colours — select your variant.",Buy Revit Liberty H2O WP Heated Gloves | Mile 27 Store,The Liberty H2O heated motorcycle glove was specifically designed with extreme safety and waterproofing in mind. It features our THERMOTRONIC high-tech…,6,2,true
Revit,Revit REV'IT! Apex Gloves,Gloves,Riding Gear,Gloves,Riding Gear > Gloves,Brand selection: Revit (score 54),High,Keep 15 variants (sizes/colours),Unique,High,High,36000,revit-apex-gloves,REV'IT! Apex Gloves,revit-apex-gloves,"The REV'IT! Apex Gloves are for the fierce sport rider attacking the streets of the concrete jungle. REV'IT! takes track-ready characteristics and fuses them into… • Ventilated dual comp protector. • TPU hard shell palm slider, thumb protector, cuff protector. Available in multiple sizes and/or colours — select your variant.",Buy Revit REV'IT! Apex Gloves | Mile 27 Store,The REV'IT! Apex Gloves are for the fierce sport rider attacking the streets of the concrete jungle. REV'IT! takes track-ready characteristics and fuses…,15,6,true
Revit,Revit REV'IT! Dominator 3 GTX Gloves,Gloves,Riding Gear,Gloves,Riding Gear > Gloves,Brand selection: Revit (score 49),High,Keep 16 variants (sizes/colours),Unique,High,High,36000,revit-dominator-3-gtx-gloves,REV'IT! Dominator 3 GTX Gloves,revit-dominator-3-gtx-gloves,"Designed for the hardcore adventurer, the REVIT Dominator 3 Gloves are ideal for riders who want to stay out riding even when the weather turns.… • Perforated drum dyed goatskin leather with WR finish construction. • Pittards hairsheep diamond WR100X leather in the palm. • GORE-TEX waterproofing with Gore grip technology. • Temperfoam at fingers, palm and thumb. Available in multiple sizes and/or colours — select your variant.",Buy Revit REV'IT! Dominator 3 GTX Gloves | Mile 27 Store,"Designed for the hardcore adventurer, the REVIT Dominator 3 Gloves are ideal for riders who want to stay out riding even when the weather turns.……",16,2,true
Revit,Revit Freedom H2O WP Heated Gloves,Gloves,Riding Gear,Gloves,Riding Gear > Gloves,Brand selection: Revit (score 49),High,Keep 6 variants (sizes/colours),Unique,High,High,35500,revit-freedom-h2o-wp-heated-gloves,Revit Freedom H2O WP Heated Gloves,revit-freedom-h2o-wp-heated-gloves,"The heated Freedom H2O motorcycle glove har REV'IT given a sleek and stylish look and a fine grip feel and, of course, the THERMOTRONIC high-tech… • Outer fabric: flock PU, conductive fabric at fingertips, softshell 3L, taslan, drum dyed water repellent goatskin and twill stretch. • Stretch fabric on the fingers. • Adjustment strap on the wrist. • Elastic drawstring on the cuff. Available in multiple sizes and/or colours — select your variant.",Buy Revit Freedom H2O WP Heated Gloves | Mile 27 Store,"The heated Freedom H2O motorcycle glove har REV'IT given a sleek and stylish look and a fine grip feel and, of course, the THERMOTRONIC high-tech… Outer…",6,2,true
Revit,Revit REV'IT! Cayenne Pro Gloves,Gloves,Riding Gear,Gloves,Riding Gear > Gloves,Brand selection: Revit (score 54),High,Keep 24 variants (sizes/colours),Unique,High,High,31000,revit-cayenne-pro-gloves,REV'IT! Cayenne Pro Gloves,revit-cayenne-pro-gloves,"The REVIT Cayenne Pro Gloves are completely constructed from goatskin, making them extremely comfortable and abrasion-resistant. These well-designed summer gloves offer extra protection thanks to… • Lining: 100% Polyester. • Ventilated dual comp protector at the knuckle and back of hand. • TPU hard-shell palm slider. • TPU hard-shell thumb protector. Available in multiple sizes and/or colours — select your variant.",Buy Revit REV'IT! Cayenne Pro Gloves | Mile 27 Store,"The REVIT Cayenne Pro Gloves are completely constructed from goatskin, making them extremely comfortable and abrasion-resistant. These well-designed…",24,4,true
Revit,Revit REV'IT! Dominator GTX Gloves,Gloves,Riding Gear,Gloves,Riding Gear > Gloves,Brand selection: Revit (score 54),High,Keep 18 variants (sizes/colours),Unique,High,High,27400,revit-dominator-gtx-gloves,REV'IT! Dominator GTX Gloves,revit-dominator-gtx-gloves,REV'IT Dominator Gore-Tex Gloves • Drum dyed goatskin with WR finish. • Pittards hairsheep diamond WR100X. • Cow leather. • Outer shell: 100% leather. Available in multiple sizes and/or colours — select your variant.,Buy Revit REV'IT! Dominator GTX Gloves | Mile 27 Store,REV'IT Dominator Gore-Tex Gloves Drum dyed goatskin with WR finish. Pittards hairsheep diamond WR100X. Cow leather. Outer shell: 100% leather.,18,3,true
Revit,Revit REV'IT! Cayenne 2 Gloves,Gloves,Riding Gear,Gloves,Riding Gear > Gloves,Brand selection: Revit (score 54),High,Keep 18 variants (sizes/colours),Unique,High,High,19000,revit-cayenne-2-gloves,REV'IT! Cayenne 2 Gloves,revit-cayenne-2-gloves,"The highly ventilated and rugged REV'IT! Cayenne 2 Gloves are purpose-built, top-spec, hot-weather adventure gloves for those driven to break all boundaries. Fit for on… • TPU hard-shell palm slider. • TPU hard-shell thumb protector. • PU injected finger knuckles. • PU injected little finger. Available in multiple sizes and/or colours — select your variant.",Buy Revit REV'IT! Cayenne 2 Gloves | Mile 27 Store,"The highly ventilated and rugged REV'IT! Cayenne 2 Gloves are purpose-built, top-spec, hot-weather adventure gloves for those driven to break all…",18,6,true
Revit,Revit REV'IT! RSR 4 Gloves,Gloves,Riding Gear,Gloves,Riding Gear > Gloves,Brand selection: Revit (score 54),High,Keep 18 variants (sizes/colours),Unique,High,High,15000,revit-rsr-4-gloves,REV'IT! RSR 4 Gloves,revit-rsr-4-gloves,For the summer rider looking for a race fit and ventilation without having to compromise safety the REV'IT! RSR 4 Gloves are the premium choice.… • Carbon hard shell knuckle. • PWRyarn. • TPU hard shell finger protector and palm sliders. Available in multiple sizes and/or colours — select your variant.,Buy Revit REV'IT! RSR 4 Gloves | Mile 27 Store,For the summer rider looking for a race fit and ventilation without having to compromise safety the REV'IT! RSR 4 Gloves are the premium choice.… Carbon…,18,6,true
Revit,Revit Tracker Gloves,Gloves,Riding Gear,Gloves,Riding Gear > Gloves,Brand selection: Revit (score 54),High,Keep 12 variants (sizes/colours),Unique,High,High,14000,revit-tracker-gloves,Revit Tracker Gloves,revit-tracker-gloves,"An ideal summer glove brimming with vintage vibe, the Tracker gloves from Rev’it are the perfect addition to your warm-weather riding repertoire. Available in both… • Vintage style short cuff summer riding gloves. • Premium 100% drum-dyed Goatskin outer construction. • Water-resistant finish. • Diamond quilting detail on the knuckles. Available in multiple sizes and/or colours — select your variant.",Buy Revit Tracker Gloves | Mile 27 Store,"An ideal summer glove brimming with vintage vibe, the Tracker gloves from Rev’it are the perfect addition to your warm-weather riding repertoire.…",12,4,true
RST,RST Adventure-X Airbag Textile Jacket,Jackets,Riding Gear,Jackets,Riding Gear > Jackets,Brand selection: RST (score 54),High,Keep 16 variants (sizes/colours),Unique,High,High,94000,rst-adventure-x-airbag-textile-jacket,RST Adventure-X Airbag Textile Jacket,rst-adventure-x-airbag-textile-jacket,ATTENTION - unrestricted use is associated with additional costs: • Main outer material Maxtex. • Second material: Ballistic. • Waterproof Lining: Laminated Sinaqua Pro Warming Removable Quilted Lining. • Inner lining: Fixed comfort mesh lining. Available in multiple sizes and/or colours — select your variant.,Buy RST Adventure-X Airbag Textile Jacket | Mile 27 Store,ATTENTION - unrestricted use is associated with additional costs: Main outer material Maxtex. Second material: Ballistic. Waterproof Lining: Laminated…,16,4,true
RST,RST Pro Series Paragon 6 Airbag Textile Jacket,Jackets,Riding Gear,Jackets,Riding Gear > Jackets,Brand selection: RST (score 54),High,Keep 16 variants (sizes/colours),Unique,High,High,79000,rst-pro-series-paragon-6-airbag-textile-jacket,RST Pro Series Paragon 6 Airbag Textile Jacket,rst-pro-series-paragon-6-airbag-textile-jacket,"ATTENTION - unrestricted use is associated with additional costs: The jacket only operates with the In & box control module, which is installed in the… • Main outer material: MaxTex. • Secondary outer material: Ballistic Fabric. • Stretch motion panels. • 300g removable thermal lining. Available in multiple sizes and/or colours — select your variant.",RST Pro Series Paragon 6 Airbag Textile Jacket | Mile 27 Store,"ATTENTION - unrestricted use is associated with additional costs: The jacket only operates with the In & box control module, which is installed in the……",16,4,true
RST,RST Sabre Airbag Textile Jacket,Jackets,Riding Gear,Jackets,Riding Gear > Jackets,Brand selection: RST (score 54),High,Keep 16 variants (sizes/colours),Unique,High,High,69000,rst-sabre-airbag-textile-jacket,RST Sabre Airbag Textile Jacket,rst-sabre-airbag-textile-jacket,ATTENTION - unrestricted use is associated with additional costs: • Main Outer Material: HTC Fabric. • Stretch motion panels. • 125g removable thermal lining. • SinAqua Waterproof Membrane. Available in multiple sizes and/or colours — select your variant.,Buy RST Sabre Airbag Textile Jacket | Mile 27 Store,ATTENTION - unrestricted use is associated with additional costs: Main Outer Material: HTC Fabric. Stretch motion panels. 125g removable thermal lining.…,16,4,true
RST,RST Pro Series Adventure-X Textile Pants,Pants,Riding Gear,Pants,Riding Gear > Pants,Brand selection: RST (score 54),High,Keep 24 variants (sizes/colours),Unique,High,High,41000,rst-pro-series-adventure-x-textile-pants,RST Pro Series Adventure-X Textile Pants,rst-pro-series-adventure-x-textile-pants,"The Pro Series Adventure-X jacket and pants is a must have for all adventure riding. Upgraded with input from legendary Dakar Rally finisher Mick Extance,… • Main outer material: Maxtex - polyester fabric.. • Secondary material: Ballistic - tightly woven, heavy polyester. • Stretch material: Samtex - waterproof diamond polyester fabric. • Inner lining: removable comfort mesh lining. Available in multiple sizes and/or colours — select your variant.",Buy RST Pro Series Adventure-X Textile Pants | Mile 27 Store,The Pro Series Adventure-X jacket and pants is a must have for all adventure riding. Upgraded with input from legendary Dakar Rally finisher Mick…,24,6,true
RST,RST Paragon 6 WP Heated Gloves,Gloves,Riding Gear,Gloves,Riding Gear > Gloves,Brand selection: RST (score 54),High,Keep 5 variants (sizes/colours),Unique,High,High,36000,rst-paragon-6-wp-heated-gloves,RST Paragon 6 WP Heated Gloves,rst-paragon-6-wp-heated-gloves,"This is one of the best heated and waterproof gloves on the market! We have optimized the glove based on customer feedback all around, from… • Main outer material: HTC fabric.. • Palm: Full grain leather with silicone grip coatings.. • SinAqua waterproof membrane. • Preformed fingers. Available in multiple sizes and/or colours — select your variant.",Buy RST Paragon 6 WP Heated Gloves | Mile 27 Store,"This is one of the best heated and waterproof gloves on the market! We have optimized the glove based on customer feedback all around, from… Main outer…",5,4,true
RST,RST Maverick Textile Jacket,Jackets,Riding Gear,Jackets,Riding Gear > Jackets,Brand selection: RST (score 54),High,Keep 24 variants (sizes/colours),Unique,High,High,35000,rst-maverick-textile-jacket,RST Maverick Textile Jacket,rst-maverick-textile-jacket,"Maverick by name; a maverick by nature. Made from a hardwearing MaxTex ballistic outer construction, this textile motorcycle jacket class A comes with level 1… • Main outer material: Maxtex. • Waterproof lining: Fixed Sinaqua lining. • Warming lining: Removable quilted full lining. • Max zippers. Available in multiple sizes and/or colours — select your variant.",Buy RST Maverick Textile Jacket | Mile 27 Store,"Maverick by name; a maverick by nature. Made from a hardwearing MaxTex ballistic outer construction, this textile motorcycle jacket class A comes with…",24,6,true
RST,RST Pro Series Adventure-Xtreme Textile Pants,Pants,Riding Gear,Pants,Riding Gear > Pants,Brand selection: RST (score 54),High,Keep 32 variants (sizes/colours),Unique,High,High,33000,rst-pro-series-adventure-xtreme-textile-pants,RST Pro Series Adventure-Xtreme Textile Pants,rst-pro-series-adventure-xtreme-textile-pants,"The RST Pro Series Adventure-Xtreme motorcycle pants are completely off-road orientated, more so than the already highly equipped Adventure-X pants by utilising more simplified features,… • Main outer material: MaxTex. • Secondary material: Ballistic (Heat resistant fabric on the lower leg). • Stretch fabric inserts for freedom of movement. • Fixed quick dry mesh lining. Available in multiple sizes and/or colours — select your variant.",Buy RST Pro Series Adventure-Xtreme Textile Pants | Mile 27 Store,"The RST Pro Series Adventure-Xtreme motorcycle pants are completely off-road orientated, more so than the already highly equipped Adventure-X pants by…",32,8,true
